icao24,origin_country,pos_time,longitude,latitude,velocity,retrieved_time,pos_date,pos_country,pos_city
4b1804,Switzerland,2026-03-06 10:49:39+00:00,8.5581,47.4534,0.0,2026-03-06 10:49:55+00:00,2026-03-06,CH,Glattbrugg / Rohr/Platten-Balsberg
4b1805,Switzerland,2026-03-06 10:49:54+00:00,3.8673,48.9209,225.04,2026-03-06 10:49:55+00:00,2026-03-06,FR,Pierry
4b1807,Switzerland,2026-03-06 10:38:57+00:00,8.5675,47.4438,0.06,2026-03-06 10:49:55+00:00,2026-03-06,CH,Glattbrugg / Rohr/Platten-Balsberg
80163d,India,2026-03-06 10:49:52+00:00,75.149,26.5591,255.89,2026-03-06 10:49:55+00:00,2026-03-06,IN,Naraina
4b1801,Switzerland,2026-03-06 10:49:51+00:00,8.5612,47.4448,0.0,2026-03-06 10:49:55+00:00,2026-03-06,CH,Glattbrugg / Rohr/Platten-Balsberg
a53eef,United States,2026-03-06 10:49:53+00:00,-90.6891,33.8245,235.36,2026-03-06 10:49:55+00:00,2026-03-06,US,Mound Bayou
4b1802,Switzerland,2026-03-06 10:49:47+00:00,13.5051,52.3673,0.0,2026-03-06 10:49:55+00:00,2026-03-06,DE,Schönefeld
408111,United Kingdom,2026-03-06 10:49:54+00:00,-3.6095,54.6266,130.89,2026-03-06 10:49:55+00:00,2026-03-06,GB,Workington
4952ca,Portugal,2026-03-06 10:49:54+00:00,1.4029,48.1767,226.97,2026-03-06 10:49:55+00:00,2026-03-06,FR,Bonneval
880443,Thailand,2026-03-06 10:49:54+00:00,121.2673,25.0955,73.12,2026-03-06 10:49:55+00:00,2026-03-06,TW,Taoyuan City
4952cb,Portugal,2026-03-06 10:49:54+00:00,0.7897,47.9946,210.12,2026-03-06 10:49:55+00:00,2026-03-06,FR,Vibraye
00b22e,South Africa,2026-03-06 10:49:51+00:00,20.6369,-32.7946,260.06,2026-03-06 10:49:55+00:00,2026-03-06,ZA,Laingsburg
4952cd,Portugal,2026-03-06 10:49:54+00:00,-9.5535,38.5913,143.04,2026-03-06 10:49:55+00:00,2026-03-06,PT,Cascais
4952ce,Portugal,2026-03-06 10:49:54+00:00,-8.5685,40.1642,169.1,2026-03-06 10:49:55+00:00,2026-03-06,PT,Alfarelos
4952cf,Portugal,2026-03-06 10:49:54+00:00,-8.3019,36.9982,243.21,2026-03-06 10:49:55+00:00,2026-03-06,PT,Albufeira
00b22f,South Africa,2026-03-06 10:47:50+00:00,27.8081,-26.8135,170.13,2026-03-06 10:49:55+00:00,2026-03-06,ZA,Sasolburg
7c6b19,Australia,2026-03-06 10:49:54+00:00,136.6583,-33.3254,213.88,2026-03-06 10:49:55+00:00,2026-03-06,AU,Cleve
7c6b0e,Australia,2026-03-06 10:49:54+00:00,143.4161,-37.2528,230.78,2026-03-06 10:49:55+00:00,2026-03-06,AU,Avoca
4952d0,Portugal,2026-03-06 10:49:54+00:00,-7.2795,39.2034,202.62,2026-03-06 10:49:55+00:00,2026-03-06,PT,Alegrete
a5955b,United States,2026-03-06 10:49:54+00:00,-82.6069,36.5678,239.54,2026-03-06 10:49:55+00:00,2026-03-06,US,Kingsport
440dc6,Austria,2026-03-06 10:49:54+00:00,13.0685,47.852,57.82,2026-03-06 10:49:55+00:00,2026-03-06,AT,Elixhausen
80160e,India,2026-03-06 10:44:44+00:00,91.3596,25.698,139.94,2026-03-06 10:49:55+00:00,2026-03-06,IN,Nongstoin
c01aa6,Canada,2026-03-06 10:49:54+00:00,-112.3382,51.5031,213.67,2026-03-06 10:49:55+00:00,2026-03-06,CA,Hanna
851914,Japan,2026-03-06 10:49:54+00:00,134.6123,34.7864,151.11,2026-03-06 10:49:55+00:00,2026-03-06,JP,Ikaruga
4b181a,Switzerland,2026-03-06 10:49:54+00:00,-0.0426,51.4638,95.73,2026-03-06 10:49:55+00:00,2026-03-06,GB,Brockley
4952c9,Portugal,2026-03-06 10:49:54+00:00,-0.5065,46.96,232.53,2026-03-06 10:49:55+00:00,2026-03-06,FR,Argenton-les-Vallées
a46e40,United States,2026-03-06 10:49:54+00:00,-98.0392,43.486,270.02,2026-03-06 10:49:55+00:00,2026-03-06,US,Parkston
402aa0,United Kingdom,2026-03-06 10:49:54+00:00,-3.3738,56.4613,49.65,2026-03-06 10:49:55+00:00,2026-03-06,GB,Scone
47be7c,Norway,2026-03-06 10:49:49+00:00,19.7536,69.7776,145.81,2026-03-06 10:49:55+00:00,2026-03-06,NO,Hansnes
c08412,Canada,2026-03-06 10:49:54+00:00,-94.8645,46.4526,214.39,2026-03-06 10:49:55+00:00,2026-03-06,US,Staples
440daa,Austria,2026-03-06 10:49:54+00:00,13.8536,47.5366,99.17,2026-03-06 10:49:55+00:00,2026-03-06,AT,Mitterndorf im Steirischen Salzkammergut
80161a,India,2026-03-06 10:49:54+00:00,90.9061,25.6407,222.12,2026-03-06 10:49:55+00:00,2026-03-06,IN,Damara Patpara
4952c2,Portugal,2026-03-06 10:49:55+00:00,9.0905,47.4068,217.22,2026-03-06 10:49:55+00:00,2026-03-06,CH,Lütisburg
ad5628,United States,2026-03-06 10:49:54+00:00,-81.5963,35.1751,188.1,2026-03-06 10:49:55+00:00,2026-03-06,US,Blacksburg
88045a,Thailand,2026-03-06 10:49:54+00:00,102.1436,15.3071,179.57,2026-03-06 10:49:55+00:00,2026-03-06,TH,Kham Sakae Saeng
4952c6,Portugal,2026-03-06 10:48:10+00:00,-13.357,33.7419,221.61,2026-03-06 10:49:55+00:00,2026-03-06,PT,Vila Baleira
4952c7,Portugal,2026-03-06 10:48:52+00:00,-9.4063,34.8344,240.81,2026-03-06 10:49:55+00:00,2026-03-06,MA,El Jadida
4952c8,Portugal,2026-03-06 10:49:54+00:00,-8.6059,39.2215,177.53,2026-03-06 10:49:55+00:00,2026-03-06,PT,Almeirim
a33b23,United States,2026-03-06 10:49:54+00:00,-78.6507,23.3895,238.04,2026-03-06 10:49:55+00:00,2026-03-06,CU,Caibarién
4b180c,Switzerland,2026-03-06 10:49:27+00:00,8.5569,47.4559,0.0,2026-03-06 10:49:55+00:00,2026-03-06,CH,Glattbrugg / Rohr/Platten-Balsberg
39de46,France,2026-03-06 10:49:54+00:00,1.3764,42.0166,224.35,2026-03-06 10:49:55+00:00,2026-03-06,ES,Oliana
488252,Poland,2026-03-06 10:49:54+00:00,1.3688,49.3785,199.61,2026-03-06 10:49:55+00:00,2026-03-06,FR,Charleval
a1025a,United States,2026-03-06 10:49:54+00:00,-86.6666,37.7327,222.54,2026-03-06 10:49:55+00:00,2026-03-06,US,Cloverport
440db0,Austria,2026-03-06 10:49:55+00:00,0.7046,43.7291,230.35,2026-03-06 10:49:55+00:00,2026-03-06,FR,Preignan
39de48,France,2026-03-06 10:49:54+00:00,6.4526,39.7296,232.57,2026-03-06 10:49:55+00:00,2026-03-06,IT,Carloforte
39de47,France,2026-03-06 10:49:54+00:00,-7.7623,39.8693,212.57,2026-03-06 10:49:55+00:00,2026-03-06,PT,Oleiros
801635,India,2026-03-06 10:44:53+00:00,75.6463,28.2355,45.27,2026-03-06 10:49:55+00:00,2026-03-06,IN,Chidawa
801632,India,2026-03-06 10:49:54+00:00,77.7025,28.5193,106.94,2026-03-06 10:49:55+00:00,2026-03-06,IN,Sikandarābād
393efc,France,2026-03-06 10:45:24+00:00,6.7423,49.8017,52.55,2026-03-06 10:49:55+00:00,2026-03-06,DE,Schweich
8a02cb,Indonesia,2026-03-06 10:49:42+00:00,101.6077,2.3827,140.41,2026-03-06 10:49:55+00:00,2026-03-06,MY,Port Dickson
a33b1e,United States,2026-03-06 10:49:54+00:00,-97.0258,32.9759,68.42,2026-03-06 10:49:55+00:00,2026-03-06,US,Coppell
7c6b18,Australia,2026-03-06 10:49:54+00:00,153.6505,-28.4002,150.81,2026-03-06 10:49:55+00:00,2026-03-06,AU,Pottsville Beach
7c6b12,Australia,2026-03-06 10:49:55+00:00,150.1016,-34.4264,198.85,2026-03-06 10:49:55+00:00,2026-03-06,AU,Marulan
4b180b,Switzerland,2026-03-06 10:49:50+00:00,8.5548,47.4561,0.06,2026-03-06 10:49:55+00:00,2026-03-06,CH,Glattbrugg / Rohr/Platten-Balsberg
3c6669,Germany,2026-03-06 10:49:54+00:00,8.4608,50.0284,70.81,2026-03-06 10:49:55+00:00,2026-03-06,DE,Raunheim
511187,Estonia,2026-03-06 10:49:54+00:00,-7.6796,40.5973,231.86,2026-03-06 10:49:55+00:00,2026-03-06,PT,Mangualde
3c6668,Germany,2026-03-06 10:49:54+00:00,22.2857,40.6753,248.74,2026-03-06 10:49:55+00:00,2026-03-06,GR,Akrolímni
80166d,India,2026-03-06 10:49:54+00:00,76.7996,26.4815,237.57,2026-03-06 10:49:55+00:00,2026-03-06,IN,Gangāpur
3c6667,Germany,2026-03-06 10:49:55+00:00,20.6711,58.9191,250.64,2026-03-06 10:49:55+00:00,2026-03-06,AX,Kökar
a2228b,United States,2026-03-06 10:49:54+00:00,-144.7176,60.0531,264.7,2026-03-06 10:49:55+00:00,2026-03-06,US,Cordova
511189,Estonia,2026-03-06 10:49:54+00:00,7.8223,47.611,227.75,2026-03-06 10:49:55+00:00,2026-03-06,DE,Schopfheim
408163,United Kingdom,2026-03-06 10:49:54+00:00,-4.0935,55.9089,71.36,2026-03-06 10:49:55+00:00,2026-03-06,GB,Moodiesburn
4acb01,Sweden,2026-03-06 10:49:54+00:00,10.7332,57.4987,218.47,2026-03-06 10:49:55+00:00,2026-03-06,DK,Frederikshavn
e4943e,Brazil,2026-03-06 10:48:07+00:00,-43.7917,-23.4309,237.32,2026-03-06 10:49:55+00:00,2026-03-06,BR,Mangaratiba
e4943f,Brazil,2026-03-06 10:49:53+00:00,-45.1562,-21.5084,246.01,2026-03-06 10:49:55+00:00,2026-03-06,BR,São Bento Abade
4acb02,Sweden,2026-03-06 10:49:54+00:00,14.7454,56.0123,212.86,2026-03-06 10:49:55+00:00,2026-03-06,SE,Hällevik
3c665a,Germany,2026-03-06 10:49:54+00:00,7.4916,50.1039,226.73,2026-03-06 10:49:55+00:00,2026-03-06,DE,Beltheim
3c664e,Germany,2026-03-06 10:46:51+00:00,8.5654,50.0447,0.26,2026-03-06 10:49:55+00:00,2026-03-06,DE,Kelsterbach
3c664d,Germany,2026-03-06 10:49:54+00:00,11.1529,41.4497,218.13,2026-03-06 10:49:55+00:00,2026-03-06,IT,Civitavecchia
801688,India,2026-03-06 10:49:54+00:00,72.115,19.092,27.86,2026-03-06 10:49:55+00:00,2026-03-06,IN,Gorai
4bc8c6,Turkey,2026-03-06 10:49:54+00:00,8.9404,50.0064,243.83,2026-03-06 10:49:55+00:00,2026-03-06,DE,Babenhausen
4bc8c4,Turkey,2026-03-06 10:49:53+00:00,29.0451,40.7969,106.31,2026-03-06 10:49:55+00:00,2026-03-06,TR,Burgaz
e49444,Brazil,2026-03-06 10:47:12+00:00,-39.3792,-6.2259,224.46,2026-03-06 10:49:55+00:00,2026-03-06,BR,Acopiara
4bc8c2,Turkey,2026-03-06 09:42:25+00:00,22.5892,51.1204,211.44,2026-03-06 10:49:55+00:00,2026-03-06,PL,Jabłonna
801681,India,2026-03-06 10:48:54+00:00,77.1188,28.5682,3.6,2026-03-06 10:49:55+00:00,2026-03-06,IN,Malakpur Kohi Rangpur
3c6663,Germany,2026-03-06 10:46:26+00:00,8.5591,50.044,1.29,2026-03-06 10:49:55+00:00,2026-03-06,DE,Kelsterbach
801680,India,2026-03-06 10:49:54+00:00,75.2098,18.0208,201.21,2026-03-06 10:49:55+00:00,2026-03-06,IN,Kurduvādi
4bc8d0,Turkey,2026-03-06 10:49:54+00:00,11.982,47.0431,241.11,2026-03-06 10:49:55+00:00,2026-03-06,IT,Valle Aurina - Ahrntal
4952a8,Portugal,2026-03-06 10:49:55+00:00,-16.1079,35.2921,251.97,2026-03-06 10:49:55+00:00,2026-03-06,PT,Camacha
3c6678,Germany,2026-03-06 10:45:49+00:00,8.5593,50.0439,3.6,2026-03-06 10:49:55+00:00,2026-03-06,DE,Kelsterbach
4952a9,Portugal,2026-03-06 10:49:54+00:00,-10.1951,37.6551,171.63,2026-03-06 10:49:55+00:00,2026-03-06,PT,Cascais
80167c,India,2026-03-06 10:47:53+00:00,84.3853,20.7929,234.42,2026-03-06 10:49:55+00:00,2026-03-06,IN,Baud
80167f,India,2026-03-06 10:49:32+00:00,82.6233,25.7415,153.67,2026-03-06 10:49:55+00:00,2026-03-06,IN,Jaunpur
511171,Estonia,2026-03-06 10:49:54+00:00,4.8028,45.8498,228.99,2026-03-06 10:49:55+00:00,2026-03-06,FR,Couzon-au-Mont-d'Or
e4944f,Brazil,2026-03-06 10:49:22+00:00,-49.134,-21.3411,184.94,2026-03-06 10:49:55+00:00,2026-03-06,BR,Itajobi
511172,Estonia,2026-03-06 10:49:54+00:00,-6.159,37.2084,221.83,2026-03-06 10:49:55+00:00,2026-03-06,ES,La Puebla del Río
abb3be,United States,2026-03-06 10:49:54+00:00,-1.2708,54.4413,241.44,2026-03-06 10:49:55+00:00,2026-03-06,GB,Stokesley
a007c9,United States,2026-03-06 10:49:55+00:00,-56.2292,-13.2661,72.89,2026-03-06 10:49:55+00:00,2026-03-06,BR,Lucas do Rio Verde
511170,Estonia,2026-03-06 10:49:54+00:00,-6.9738,40.9031,236.73,2026-03-06 10:49:55+00:00,2026-03-06,PT,Figueira de Castelo Rodrigo
3c4c63,Germany,2026-03-06 10:49:54+00:00,14.0411,57.3851,252.39,2026-03-06 10:49:55+00:00,2026-03-06,SE,Skillingaryd
440286,Austria,2026-03-06 10:46:37+00:00,13.8605,47.9504,31.59,2026-03-06 10:49:55+00:00,2026-03-06,AT,Gschwandt
aaf67e,United States,2026-03-06 10:49:54+00:00,16.8028,36.8037,241.12,2026-03-06 10:49:55+00:00,2026-03-06,IT,Brancaleone
e49450,Brazil,2026-03-06 10:49:54+00:00,-46.5112,-23.712,149.32,2026-03-06 10:49:55+00:00,2026-03-06,BR,Santo André
0a00c2,Algeria,2026-03-06 10:49:54+00:00,15.3542,35.726,265.89,2026-03-06 10:49:55+00:00,2026-03-06,MT,Marsaskala
0a00c3,Algeria,2026-03-06 10:48:05+00:00,37.8459,41.1677,220.37,2026-03-06 10:49:55+00:00,2026-03-06,TR,Perşembe
48cb15,Poland,2026-03-06 10:49:54+00:00,-3.0582,40.0441,233.37,2026-03-06 10:49:55+00:00,2026-03-06,ES,Belinchón
3c6672,Germany,2026-03-06 10:49:54+00:00,11.7999,45.4329,228.95,2026-03-06 10:49:55+00:00,2026-03-06,IT,Bosco
4bc8d5,Turkey,2026-03-06 10:49:54+00:00,13.9514,54.1475,215.34,2026-03-06 10:49:55+00:00,2026-03-06,DE,Ostseebad Zinnowitz
841a6c,Japan,2026-03-06 10:49:54+00:00,140.8866,37.7746,180.1,2026-03-06 10:49:55+00:00,2026-03-06,JP,Sōma
4bc8d6,Turkey,2026-03-06 10:49:54+00:00,5.5486,43.2726,165.09,2026-03-06 10:49:55+00:00,2026-03-06,FR,Carnoux-en-Provence
4bc8d3,Turkey,2026-03-06 10:49:54+00:00,25.4823,43.1096,216.31,2026-03-06 10:49:55+00:00,2026-03-06,BG,Dryanovo
3c6676,Germany,2026-03-06 10:49:54+00:00,8.0502,49.8674,123.39,2026-03-06 10:49:55+00:00,2026-03-06,DE,Wallertheim
4bc8d4,Turkey,2026-03-06 10:49:52+00:00,22.482,47.1601,221.8,2026-03-06 10:49:55+00:00,2026-03-06,RO,Şinteu
3c6674,Germany,2026-03-06 10:49:54+00:00,6.6714,51.1591,221.18,2026-03-06 10:49:55+00:00,2026-03-06,DE,Neubrück
4bc8d2,Turkey,2026-03-06 10:49:55+00:00,7.8374,50.8107,184.29,2026-03-06 10:49:55+00:00,2026-03-06,DE,Wallmenroth
a34e9d,United States,2026-03-06 10:49:48+00:00,-73.8631,40.7706,0.06,2026-03-06 10:49:55+00:00,2026-03-06,US,East Elmhurst
a963f7,United States,2026-03-06 10:49:54+00:00,-94.4114,31.8753,242.97,2026-03-06 10:49:55+00:00,2026-03-06,US,Timpson
80164f,India,2026-03-06 10:49:48+00:00,75.0683,26.5749,249.58,2026-03-06 10:49:55+00:00,2026-03-06,IN,Kishangarh
471efa,Hungary,2026-03-06 10:49:55+00:00,17.1986,47.6282,190.09,2026-03-06 10:49:55+00:00,2026-03-06,HU,Farád
acdffc,United States,2026-03-06 10:49:54+00:00,-85.5211,34.1726,216.21,2026-03-06 10:49:55+00:00,2026-03-06,US,Cedar Bluff
3c667a,Germany,2026-03-06 10:49:54+00:00,7.3911,50.9705,203.4,2026-03-06 10:49:55+00:00,2026-03-06,DE,Engelskirchen
47b217,Norway,2026-03-06 10:44:09+00:00,44.3564,41.17,102.33,2026-03-06 10:49:55+00:00,2026-03-06,AM,Lernahovit
a798b9,United States,2026-03-06 10:49:02+00:00,-94.8915,38.8445,63.82,2026-03-06 10:49:55+00:00,2026-03-06,US,"New Century, KS"
471eff,Hungary,2026-03-06 10:49:50+00:00,17.3154,41.7221,217.98,2026-03-06 10:49:55+00:00,2026-03-06,IT,Mola di Bari
471efc,Hungary,2026-03-06 10:49:54+00:00,33.4343,34.8,137.03,2026-03-06 10:49:55+00:00,2026-03-06,CY,Kofínou
471efd,Hungary,2026-03-06 10:13:11+00:00,-77.0413,-12.0355,232.28,2026-03-06 10:49:55+00:00,2026-03-06,PE,Lima
e80276,Chile,2026-03-06 10:49:54+00:00,-43.3936,-23.1089,187.86,2026-03-06 10:49:55+00:00,2026-03-06,BR,Barra da Tijuca
40812d,United Kingdom,2026-03-06 10:49:54+00:00,-4.2594,37.3155,192.69,2026-03-06 10:49:55+00:00,2026-03-06,ES,Iznájar
51118a,Estonia,2026-03-06 10:49:54+00:00,19.2112,47.196,223.48,2026-03-06 10:49:55+00:00,2026-03-06,HU,Bugyi
7c6b3b,Australia,2026-03-06 10:49:54+00:00,150.8107,-34.6791,228.03,2026-03-06 10:49:55+00:00,2026-03-06,AU,Kiama
80165c,India,2026-03-06 10:49:53+00:00,88.9164,26.6454,212.16,2026-03-06 10:49:55+00:00,2026-03-06,IN,Dhupgāri
44029d,Austria,2026-03-06 10:49:54+00:00,12.7663,41.5243,51.88,2026-03-06 10:49:55+00:00,2026-03-06,IT,Genio Civile
a59530,United States,2026-03-06 10:49:54+00:00,-86.6694,36.1613,59.23,2026-03-06 10:49:55+00:00,2026-03-06,US,Hermitage
511194,Estonia,2026-03-06 10:49:54+00:00,-6.8474,41.1202,229.94,2026-03-06 10:49:55+00:00,2026-03-06,PT,Freixo de Espada à Cinta
a3556f,United States,2026-03-06 10:49:49+00:00,-71.0171,42.3698,0.0,2026-03-06 10:49:55+00:00,2026-03-06,US,Jeffries Point
801674,India,2026-03-06 10:49:54+00:00,76.5655,26.543,228.47,2026-03-06 10:49:55+00:00,2026-03-06,IN,Gangāpur
3442c2,Spain,2026-03-06 10:49:52+00:00,5.5463,40.082,147.61,2026-03-06 10:49:55+00:00,2026-03-06,ES,Es Castell
801672,India,2026-03-06 10:49:54+00:00,75.4228,27.2615,249.7,2026-03-06 10:49:55+00:00,2026-03-06,IN,Rīngas
3d36ed,Germany,2026-03-06 10:49:54+00:00,9.6649,48.5519,84.16,2026-03-06 10:49:55+00:00,2026-03-06,DE,Mühlhausen
801670,India,2026-03-06 10:49:52+00:00,91.174,25.9641,193.62,2026-03-06 10:49:55+00:00,2026-03-06,IN,Bohari
801671,India,2026-03-06 10:49:54+00:00,73.2446,19.5027,231.9,2026-03-06 10:49:55+00:00,2026-03-06,IN,Shāhāpur
3455da,Spain,2026-03-06 10:49:54+00:00,4.8684,43.5536,146.37,2026-03-06 10:49:55+00:00,2026-03-06,FR,Saint-Martin-de-Crau
4acb41,Sweden,2026-03-06 10:49:54+00:00,14.2669,66.301,219.77,2026-03-06 10:49:55+00:00,2026-03-06,NO,Mo i Rana
4acb43,Sweden,2026-03-06 10:49:54+00:00,8.5647,48.1248,166.11,2026-03-06 10:49:55+00:00,2026-03-06,DE,Niedereschach
a9a20d,United States,2026-03-06 10:49:51+00:00,2.1356,48.889,103.62,2026-03-06 10:49:55+00:00,2026-03-06,FR,Le Vésinet
4acb42,Sweden,2026-03-06 10:49:54+00:00,-14.034,31.5925,210.78,2026-03-06 10:49:55+00:00,2026-03-06,ES,Haría
4acb45,Sweden,2026-03-06 10:49:53+00:00,-9.4711,35.9184,232.6,2026-03-06 10:49:55+00:00,2026-03-06,PT,Sagres
4b187d,Switzerland,2026-03-06 10:49:54+00:00,-8.5056,51.3168,226.66,2026-03-06 10:49:55+00:00,2026-03-06,IE,Kinsale
4b187f,Switzerland,2026-03-06 10:49:47+00:00,8.5534,47.4608,0.0,2026-03-06 10:49:55+00:00,2026-03-06,CH,Rümlang / Rümlang (Dorfkern)
aae1ea,United States,2026-03-06 10:49:54+00:00,-6.5944,50.9449,244.85,2026-03-06 10:49:55+00:00,2026-03-06,GB,Isles of Scilly
aba155,United States,2026-03-06 10:49:54+00:00,175.8242,-35.1276,266.01,2026-03-06 10:49:55+00:00,2026-03-06,NZ,Ngunguru
3455d7,Spain,2026-03-06 10:49:54+00:00,-0.0872,48.6662,181.13,2026-03-06 10:49:55+00:00,2026-03-06,FR,Écouché
3455d8,Spain,2026-03-06 10:49:54+00:00,0.1895,45.4693,217.12,2026-03-06 10:49:55+00:00,2026-03-06,FR,Montmoreau-Saint-Cybard
4b1886,Switzerland,2026-03-06 10:49:54+00:00,25.0929,44.9453,234.95,2026-03-06 10:49:55+00:00,2026-03-06,RO,Dobreşti
3c65c2,Germany,2026-03-06 10:49:54+00:00,5.8206,51.5637,221.92,2026-03-06 10:49:55+00:00,2026-03-06,NL,Milheeze
3c65c1,Germany,2026-03-06 10:49:54+00:00,16.4596,47.5468,223.87,2026-03-06 10:49:55+00:00,2026-03-06,AT,Neutal
4acb58,Sweden,2026-03-06 10:49:54+00:00,18.5745,69.3918,154.16,2026-03-06 10:49:55+00:00,2026-03-06,NO,Moen
ad079a,United States,2026-03-06 10:49:55+00:00,-100.5963,32.3086,68.0,2026-03-06 10:49:55+00:00,2026-03-06,US,Roscoe
4b1880,Switzerland,2026-03-06 10:49:54+00:00,-9.3186,45.8774,236.09,2026-03-06 10:49:55+00:00,2026-03-06,ES,Cedeira
44023f,Austria,2026-03-06 10:49:54+00:00,0.7751,40.1889,225.87,2026-03-06 10:49:55+00:00,2026-03-06,ES,Peníscola
ac1afa,United States,2026-03-06 10:49:54+00:00,-66.138,18.7064,168.67,2026-03-06 10:49:55+00:00,2026-03-06,PR,San Juan
a8e2d6,United States,2026-03-06 10:49:54+00:00,-81.8925,27.4552,223.42,2026-03-06 10:49:55+00:00,2026-03-06,US,Zolfo Springs
3c5ee6,Germany,2026-03-06 10:49:54+00:00,6.5316,47.5369,234.64,2026-03-06 10:49:55+00:00,2026-03-06,FR,Villersexel
3c5ee5,Germany,2026-03-06 10:49:54+00:00,3.1658,50.9946,218.46,2026-03-06 10:49:55+00:00,2026-03-06,BE,Beveren
3c5ee9,Germany,2026-03-06 10:49:54+00:00,3.317,49.3223,206.26,2026-03-06 10:49:55+00:00,2026-03-06,FR,Courmelles
4bc8cd,Turkey,2026-03-06 10:49:54+00:00,23.3774,45.7757,217.64,2026-03-06 10:49:55+00:00,2026-03-06,RO,Cugir
4bc8cb,Turkey,2026-03-06 10:49:54+00:00,12.5887,48.6555,186.23,2026-03-06 10:49:55+00:00,2026-03-06,DE,Mamming
4acb23,Sweden,2026-03-06 10:49:54+00:00,-3.4845,44.8214,235.33,2026-03-06 10:49:55+00:00,2026-03-06,ES,Noja
3c65d1,Germany,2026-03-06 10:49:54+00:00,11.7005,48.5107,161.91,2026-03-06 10:49:55+00:00,2026-03-06,DE,Wolfersdorf
3c65c9,Germany,2026-03-06 10:49:54+00:00,9.8132,51.0654,200.58,2026-03-06 10:49:55+00:00,2026-03-06,DE,Cornberg
45e5b3,Denmark,2026-03-06 10:49:54+00:00,5.3928,51.9526,63.36,2026-03-06 10:49:55+00:00,2026-03-06,NL,Maurik
3c5ee3,Germany,2026-03-06 10:49:54+00:00,-0.2674,47.7582,226.1,2026-03-06 10:49:55+00:00,2026-03-06,FR,Précigné
800373,India,2026-03-06 10:49:54+00:00,76.7321,28.49,246.86,2026-03-06 10:49:55+00:00,2026-03-06,IN,Pāsaur
